month,avg_interference,data_points
1,39.82079619218115,744
2,39.63290694110749,696
3,38.96668779787673,744
4,55.257462866230725,720
5,58.652322036745595,744
6,59.760752678912496,720
7,52.39518998889908,744
8,56.15297385373521,744
9,58.9043574611167,720
10,39.814835556835355,744
11,39.29178395601297,720
12,40.20174344857917,744
