真实值_第1小时,预测值_第1小时,真实值_第2小时,预测值_第2小时,真实值_第3小时,预测值_第3小时
4.2,4.2025895,4.2,4.272765,3.6,4.3317966
4.2,4.2254953,3.6,4.2907643,4.1,4.3441067
3.6,4.2073636,4.1,4.2666516,4.1,4.310325
4.1,4.145807,4.1,4.2294097,4.1,4.302745
4.1,4.0171437,4.1,4.0028477,4.1,4.012978
4.1,4.0649886,4.1,4.0325,4.1,4.025432
4.1,4.1073623,4.1,4.0802727,4.1,4.0738764
4.1,4.0872097,4.1,4.0693645,4.1,4.0723367
4.1,4.103204,4.1,4.108811,4.1,4.128527
4.1,4.099924,4.1,4.1147237,4.1,4.1390076
4.1,4.1565685,4.1,4.204994,4.1,4.2654343
4.1,4.0948834,4.1,4.0836244,4.1,4.0907006
4.1,4.065849,4.1,4.058809,4.0,4.075006
4.1,4.078458,4.0,4.121018,3.8,4.164199
4.0,4.00979,3.8,3.9924405,4.0,4.0019355
3.8,3.965098,4.0,3.949886,4.0,3.964887
4.0,3.825441,4.0,3.8366942,4.0,3.8538656
4.0,3.9436226,4.0,3.9275372,4.0,3.9303553
4.0,4.0154595,4.0,4.004056,4.0,4.009082
4.0,4.009545,4.0,3.9930787,4.0,3.9891918
4.0,4.054496,4.0,4.0704694,4.0,4.099622
4.0,4.070977,4.0,4.1082664,4.0,4.1546335
4.0,4.1209555,4.0,4.1740437,4.0,4.2425337
4.0,4.050383,4.0,4.0414844,4.0,4.049584
4.0,4.0039263,4.0,3.9891572,4.0,3.9901457
4.0,4.0118756,4.0,4.0282683,4.1,4.040734
4.0,4.024439,4.1,4.043544,4.1,4.058168
4.1,4.02016,4.1,4.0298944,4.1,4.0393286
4.1,4.0697317,4.1,4.069023,4.1,4.083382
4.1,4.057097,4.1,4.043865,4.1,4.0553803
4.1,4.0942855,4.1,4.086294,4.1,4.0983434
4.1,4.106464,4.1,4.1009755,4.1,4.113535
4.1,4.083165,4.1,4.0929837,4.2,4.118893
4.1,4.130271,4.2,4.1630063,4.1,4.200531
4.2,4.2100744,4.1,4.2581196,4.1,4.3381395
4.1,4.213926,4.1,4.2528253,4.1,4.309765
4.1,4.072188,4.1,4.0701003,4.1,4.0895753
4.1,4.054816,4.1,4.0520244,4.1,4.069951
4.1,4.0472555,4.1,4.0491476,4.1,4.0649185
4.1,4.0339184,4.1,4.020401,4.1,4.0324583
4.1,4.024952,4.1,4.0091076,4.1,4.020974
4.1,4.0333786,4.1,4.0179486,4.1,4.0273886
4.1,4.047234,4.1,4.023145,4.0,4.019674
4.1,4.1057534,4.0,4.0940075,4.0,4.101675
4.0,4.1055846,4.0,4.0682383,4.0,4.054738
4.0,4.043365,4.0,4.072619,4.0,4.1123514
4.0,4.001257,4.0,4.0102754,4.0,4.0595765
4.0,4.06186,4.0,4.0697565,4.0,4.093737
4.0,3.9852705,4.0,3.9696145,4.0,3.978636
4.0,4.061304,4.0,4.107132,4.0,4.14409
4.0,4.0941463,4.0,4.1709075,4.0,4.2239485
4.0,4.0945573,4.0,4.1530795,4.0,4.1933894
4.0,4.032853,4.0,4.037052,4.0,4.0494943
4.0,4.004776,4.0,3.990621,4.0,4.0056252
4.0,3.9876535,4.0,3.9749582,4.0,3.99082
4.0,4.0009966,4.0,3.9986434,4.0,4.0216913
4.0,3.9581501,4.0,3.9531949,3.8999999,3.973229
4.0,3.9995265,3.8999999,4.0312767,4.0,4.0793757
3.8999999,3.9275358,4.0,3.923908,4.0,3.933249
4.0,3.892093,4.0,3.8976407,4.0,3.9067652
4.0,3.8634758,4.0,3.8516877,4.0,3.8431127
4.0,3.8532088,4.0,3.8424995,4.0,3.83566
4.0,3.9911728,4.0,4.0161376,4.0,4.049165
4.0,3.8476822,4.0,3.8376713,4.0,3.8327086
4.0,4.0036216,4.0,4.0085583,4.0,4.033865
4.0,3.941557,4.0,3.927496,4.0,3.9353335
4.0,3.94161,4.0,3.9272337,4.0,3.938918
4.0,3.9632344,4.0,3.9488897,4.0,3.9616113
4.0,3.9817066,4.0,3.9741788,4.0,3.9907517
4.0,3.977546,4.0,3.968307,4.0,3.980589
4.0,4.0605145,4.0,4.0965247,3.8999999,4.14193
4.0,4.0536666,3.8999999,4.0727057,3.8999999,4.100719
3.8999999,3.9897816,3.8999999,3.9721334,3.8999999,3.9661996
3.8999999,3.8594792,3.8999999,3.8501773,3.8999999,3.8450003
3.8999999,3.8859441,3.8999999,3.876777,4.0,3.8709595
3.8999999,3.8579156,4.0,3.84827,3.8999999,3.843081
4.0,3.8885987,3.8999999,3.8804872,3.8999999,3.873766
3.8999999,3.9071758,3.8999999,3.8945525,3.8999999,3.8933148
3.8999999,3.9224987,3.8999999,3.9189951,3.8999999,3.9316828
3.8999999,3.881845,3.8999999,3.8697681,4.0,3.8652315
3.8999999,3.881237,4.0,3.870004,4.0,3.8662958
4.0,3.9541676,4.0,3.9793026,4.0,4.0211644
4.0,3.9764001,4.0,3.9868922,3.8999999,4.0152397
4.0,4.048913,3.8999999,4.090302,3.8999999,4.137531
3.8999999,3.8339736,3.8999999,3.8290331,3.8999999,3.8246996
3.8999999,3.8373222,3.8999999,3.830362,3.8999999,3.82616
3.8999999,3.8744922,3.8999999,3.8644967,3.8999999,3.8602414
3.8999999,3.86956,3.8999999,3.866161,3.8999999,3.867472
3.8999999,3.8364756,3.8999999,3.8341618,3.8999999,3.837569
3.8999999,3.8490171,3.8999999,3.8419204,3.8999999,3.84032
3.8999999,3.8792834,3.8999999,3.8800478,3.8999999,3.8903127
3.8999999,3.8742657,3.8999999,3.8634894,3.8999999,3.8596628
3.8999999,3.8745077,3.8999999,3.8631353,3.8999999,3.8584821
3.8999999,3.9463916,3.8999999,3.9492488,3.8,3.9703052
3.8999999,3.9573028,3.8,3.9587803,3.8999999,3.9756935
3.8,3.8511682,3.8999999,3.8418498,3.8999999,3.8380268
3.8999999,3.852034,3.8999999,3.85485,3.8999999,3.861468
3.8999999,3.8403187,3.8999999,3.832915,3.8999999,3.8267152
3.8999999,3.8534594,3.8999999,3.8469687,3.8999999,3.8430407
3.8999999,3.8454173,3.8999999,3.8401635,3.8,3.837011
3.8999999,3.8461664,3.8,3.8380017,3.8,3.8325732
3.8,3.8396885,3.8,3.8325438,3.8,3.8282728
3.8,3.8335407,3.8,3.8388038,3.8,3.8495672
3.8,3.8422413,3.8,3.8420496,3.8,3.8458114
3.8,3.8364468,3.8,3.8455596,3.8,3.8581004
3.8,3.8308423,3.8,3.8517368,3.8999999,3.8756773
3.8,3.8731613,3.8999999,3.896714,3.8999999,3.9269688
3.8999999,3.854273,3.8999999,3.8778071,3.8999999,3.9054506
3.8999999,3.8311028,3.8999999,3.8259525,4.0,3.8225882
3.8999999,3.889685,4.0,3.8835604,3.1000001,3.8804014
4.0,3.8228028,3.1000001,3.818808,4.2,3.8143609
3.1000001,3.833493,4.2,3.8299391,4.2,3.828089
4.2,3.6868517,4.2,3.7119968,4.2,3.7319012
4.2,3.992183,4.2,3.9772024,4.2,3.9730184
4.2,4.138959,4.2,4.1301236,4.2,4.1388593
4.2,4.21155,4.2,4.2210546,4.2,4.2367535
4.2,4.226831,4.2,4.244247,4.2,4.2636776
4.2,4.268634,4.2,4.289352,4.2,4.3182783
4.2,4.2489777,4.2,4.2602205,4.2,4.275256
4.2,4.284447,4.2,4.294773,4.2,4.320468
4.2,4.2359977,4.2,4.252015,4.2,4.273907
4.2,4.279128,4.2,4.2990246,4.2,4.3550763
4.2,4.2327533,4.2,4.2579675,4.2,4.299241
4.2,4.1993303,4.2,4.2545156,4.3,4.3086357
4.2,4.291743,4.3,4.3651834,4.2,4.4437766
4.3,4.368434,4.2,4.4516506,4.2,4.547872
4.2,4.271199,4.2,4.3254004,4.2,4.380886
4.2,4.2442064,4.2,4.3075995,4.3,4.3702393
4.2,4.1857724,4.3,4.237591,4.3,4.2874126
4.3,4.235895,4.3,4.303034,4.3,4.3716154
4.3,4.29346,4.3,4.353715,4.3,4.422773
4.3,4.266878,4.3,4.3007607,4.3,4.34619
4.3,4.317308,4.3,4.3775287,4.3,4.449297
4.3,4.3143005,4.3,4.3587027,4.4,4.412994
4.3,4.300291,4.4,4.3178024,4.4,4.3438034
4.4,4.2576175,4.4,4.268579,4.4,4.2795234
4.4,4.4082932,4.4,4.511119,4.4,4.5882382
4.4,4.35593,4.4,4.45082,4.4,4.5145826
4.4,4.42775,4.4,4.5171204,4.4,4.606283
4.4,4.3988576,4.4,4.4890933,4.5,4.563322
4.4,4.4028063,4.5,4.499527,4.5,4.5750246
4.5,4.3916845,4.5,4.4853544,4.5,4.556242
4.5,4.473127,4.5,4.5548396,4.5,4.611163
4.5,4.466816,4.5,4.550695,4.4,4.603232
4.5,4.503534,4.4,4.584333,4.4,4.641472
4.4,4.471346,4.4,4.5605025,4.5,4.6178823
4.4,4.41377,4.5,4.5106964,4.4,4.57512
4.5,4.446899,4.4,4.545481,4.4,4.6236134
4.4,4.5167375,4.4,4.611475,4.4,4.688624
4.4,4.4104033,4.4,4.499218,4.4,4.5721784
4.4,4.4565673,4.4,4.5381684,4.4,4.6336412
4.4,4.3731766,4.4,4.437702,4.3,4.496981
4.4,4.356856,4.3,4.4218073,4.3,4.4841123
4.3,4.361754,4.3,4.4389234,4.4,4.51038
4.3,4.272521,4.4,4.333867,4.4,4.3957515
4.4,4.4415,4.4,4.5172157,4.4,4.6036706
4.4,4.3118005,4.4,4.366913,4.4,4.427661
4.4,4.4061904,4.4,4.4961643,4.4,4.571089
4.4,4.4129214,4.4,4.51149,4.4,4.5842495
4.4,4.461068,4.4,4.558017,4.4,4.6347313
4.4,4.451145,4.4,4.55046,4.4,4.6271715
4.4,4.4320455,4.4,4.531603,4.4,4.6141334
4.4,4.4557095,4.4,4.5512614,4.4,4.6472206
4.4,4.449624,4.4,4.535159,4.4,4.63007
4.4,4.4032574,4.4,4.4810038,4.4,4.5582905
4.4,4.389386,4.4,4.4663095,4.4,4.5368195
4.4,4.4015374,4.4,4.4946914,4.4,4.5737467
4.4,4.4172907,4.4,4.5111885,4.4,4.591654
4.4,4.419263,4.4,4.511529,4.4,4.588003
4.4,4.367678,4.4,4.4508214,4.4,4.523635
4.4,4.3532934,4.4,4.4307785,4.5,4.4985466
4.4,4.4735727,4.5,4.561072,4.5,4.639513
4.5,4.3781123,4.5,4.4727783,4.5,4.5399756
4.5,4.4822316,4.5,4.580741,4.5,4.6571007
4.5,4.514054,4.5,4.6095595,3.8999999,4.693151
4.5,4.4665885,3.8999999,4.5632873,4.5,4.641913
3.8999999,4.436616,4.5,4.530257,4.5,4.6090775
4.5,4.344503,4.5,4.4433055,4.5,4.555065
4.5,4.498443,4.5,4.57529,4.5,4.6664324
4.5,4.42208,4.5,4.514363,4.4,4.583829
4.5,4.427835,4.4,4.5187845,4.4,4.584213
4.4,4.437271,4.4,4.5263195,4.4,4.5899696
4.4,4.3573666,4.4,4.4368377,4.4,4.5011077
4.4,4.418329,4.4,4.516602,4.4,4.591308
4.4,4.4594617,4.4,4.5552516,4.3,4.633705
4.4,4.4406776,4.3,4.538484,4.3,4.6136265
4.3,4.363333,4.3,4.458914,4.4,4.521801
4.3,4.398101,4.4,4.488049,4.3,4.582918
4.4,4.450155,4.3,4.5355577,4.3,4.6336055
4.3,4.405495,4.3,4.484475,4.2,4.573558
4.3,4.397077,4.2,4.482217,4.3,4.578391
4.2,4.328868,4.3,4.405351,4.2,4.4829617
4.3,4.441305,4.2,4.528632,4.3,4.6279683
4.2,4.272265,4.3,4.3429465,4.2,4.4158487
4.3,4.230434,4.2,4.303315,4.2,4.3749413
4.2,4.460763,4.2,4.5389667,4.2,4.62474
4.2,4.263292,4.2,4.335486,4.2,4.4120474
4.2,4.227537,4.2,4.2835975,4.2,4.3430576
4.2,4.285608,4.2,4.369613,4.2,4.4617553
4.2,4.2104373,4.2,4.2844095,4.3,4.352649
4.2,4.364953,4.3,4.4636455,4.3,4.5655518
4.3,4.420487,4.3,4.523416,4.3,4.6256294
4.3,4.289364,4.3,4.366262,4.3,4.4484067
4.3,4.2708697,4.3,4.34432,4.2,4.4210587
4.3,4.351014,4.2,4.4336624,4.0,4.521552
4.2,4.284401,4.0,4.357178,4.2,4.4342966
4.0,4.221265,4.2,4.2897863,4.2,4.359053
4.2,4.2692804,4.2,4.353726,4.2,4.446032
4.2,4.19285,4.2,4.2128415,4.2,4.24296
4.2,4.234482,4.2,4.245837,4.2,4.270482
4.2,4.254166,4.2,4.3076377,4.2,4.372965
4.2,4.2642565,4.2,4.3413744,4.1,4.4167843
4.2,4.3200965,4.1,4.40814,4.2,4.502816
4.1,4.2103705,4.2,4.281198,4.2,4.3448405
4.2,4.4303584,4.2,4.5304203,4.1,4.632325
4.2,4.2816377,4.1,4.365619,4.1,4.448277
4.1,4.243634,4.1,4.3236113,4.1,4.4001393
4.1,4.1812487,4.1,4.2528934,4.1,4.3183694
4.1,4.252873,4.1,4.340651,4.1,4.429946
4.1,4.1691394,4.1,4.2360477,4.1,4.2998104
4.1,4.2082686,4.1,4.28252,4.1,4.358994
4.1,4.210179,4.1,4.2750735,4.2,4.3469367
4.1,4.1514974,4.2,4.1910133,4.2,4.230589
4.2,4.1883717,4.2,4.2527714,4.2,4.324277
4.2,4.2614594,4.2,4.341999,4.2,4.4298377
4.2,4.318627,4.2,4.412384,4.2,4.5154724
4.2,4.2360773,4.2,4.3209395,4.2,4.406747
4.2,4.281518,4.2,4.375539,4.2,4.4726114
4.2,4.226531,4.2,4.305133,4.3,4.3856664
4.2,4.209724,4.3,4.28163,4.2,4.355443
4.3,4.4272184,4.2,4.504982,4.1,4.5986958
4.2,4.2898526,4.1,4.3617673,4.2,4.439377
4.1,4.2705894,4.2,4.341063,4.2,4.41734
4.2,4.2827387,4.2,4.366895,4.2,4.468693
4.2,4.2957606,4.2,4.3457985,4.2,4.420644
4.2,4.254373,4.2,4.2852206,4.3,4.333708
4.2,4.2823825,4.3,4.361115,4.2,4.4392524
4.3,4.3647113,4.2,4.453529,4.3,4.5497756
4.2,4.296947,4.3,4.3689747,3.6,4.441005
4.3,4.320839,3.6,4.39977,4.2,4.4856653
3.6,4.349104,4.2,4.429339,4.2,4.517029
4.2,4.258559,4.2,4.37365,4.2,4.498812
4.2,4.230366,4.2,4.3152742,4.2,4.3958097
4.2,4.2741485,4.2,4.3597074,4.3,4.451072
4.2,4.2633305,4.3,4.3428707,4.2,4.42673
4.3,4.459171,4.2,4.5321245,4.2,4.623466
4.2,4.3088164,4.2,4.361866,4.2,4.432204
4.2,4.2022295,4.2,4.2223954,4.2,4.244868
4.2,4.1877337,4.2,4.1963162,4.2,4.212536
4.2,4.265837,4.2,4.3465676,4.2,4.4401746
4.2,4.2918406,4.2,4.3866625,4.1,4.490445
4.2,4.224778,4.1,4.311151,4.1,4.3945503
4.1,4.22486,4.1,4.311313,4.2,4.3891983
4.1,4.220465,4.2,4.309845,4.2,4.398762
4.2,4.248553,4.2,4.343387,4.2,4.44544
4.2,4.196537,4.2,4.268737,4.2,4.3391333
4.2,4.2606463,4.2,4.33983,4.2,4.4225616
4.2,4.267871,4.2,4.343708,4.2,4.425602
4.2,4.277474,4.2,4.3140726,4.2,4.3700714
4.2,4.247984,4.2,4.2626896,4.1,4.293526
4.2,4.1737595,4.1,4.176492,4.1,4.174668
4.1,4.2445817,4.1,4.3110614,4.1,4.378799
4.1,4.209998,4.1,4.285943,4.1,4.3668165
4.1,4.2573705,4.1,4.3362594,4.1,4.4197254
4.1,4.243375,4.1,4.3255086,4.1,4.404938
4.1,4.353194,4.1,4.4537253,4.1,4.556727
4.1,4.24341,4.1,4.332845,4.1,4.4163184
4.1,4.201779,4.1,4.281433,4.1,4.3566017
4.1,4.1734896,4.1,4.245358,4.1,4.3168707
4.1,4.191868,4.1,4.267045,4.1,4.3466196
4.1,4.2460747,4.1,4.3259044,4.1,4.410535
4.1,4.14995,4.1,4.1928115,4.1,4.236496
4.1,4.0898604,4.1,4.0964327,4.1,4.1096272
4.1,4.167671,4.1,4.2237635,4.0,4.2806983
4.1,4.158271,4.0,4.2258077,4.0,4.293119
4.0,3.9357069,4.0,3.9299135,4.1,3.924705
4.0,4.141636,4.1,4.222939,4.1,4.305425
4.1,4.3529305,4.1,4.4662766,4.1,4.5837116
4.1,4.1573396,4.1,4.2346025,4.1,4.3127933
4.1,4.1441703,4.1,4.2119966,4.1,4.2792125
4.1,4.2128367,4.1,4.294598,4.1,4.3841705
4.1,4.1630087,4.1,4.226959,4.1,4.2915072
4.1,4.2204914,4.1,4.286849,4.1,4.36144
4.1,4.1342773,4.1,4.1538563,4.1,4.1769366
4.1,4.2033615,4.1,4.2452826,4.1,4.29585
4.1,4.0633354,4.1,4.050502,4.1,4.045761
4.1,4.0893445,4.1,4.15111,4.1,4.1924944
4.1,4.1190786,4.1,4.1980243,3.8999999,4.257392
4.1,4.1702213,3.8999999,4.251342,4.1,4.3189907
3.8999999,4.2696624,4.1,4.3571568,4.1,4.447907
4.1,4.3995714,4.1,4.511336,4.1,4.625105
4.1,4.1729703,4.1,4.2512736,4.1,4.3269095
4.1,4.166052,4.1,4.236876,4.1,4.308178
4.1,4.1862555,4.1,4.2585874,4.1,4.3342485
4.1,4.202615,4.1,4.276253,4.1,4.355991
4.1,4.2551227,4.1,4.333023,4.1,4.4180617
4.1,4.1354423,4.1,4.1761146,4.1,4.2169
4.1,3.8874552,4.1,3.8794334,4.1,3.8684528
4.1,3.845438,4.1,3.8402772,4.0,3.832458
4.1,4.1020126,4.0,4.173394,4.1,4.231495
4.0,4.0206804,4.1,4.044379,4.1,4.0630155
4.1,4.140734,4.1,4.2218194,4.1,4.3013325
4.1,4.1512394,4.1,4.2306576,4.1,4.307412
4.1,4.221924,4.1,4.3131533,4.1,4.410614
4.1,4.1226625,4.1,4.184176,4.1,4.245718
4.1,4.1939926,4.1,4.2711143,4.0,4.354491
4.1,4.15016,4.0,4.208135,4.1,4.2667184
4.0,4.185654,4.1,4.2239575,4.1,4.2739415
4.1,4.169962,4.1,4.2203074,4.1,4.2813277
4.1,4.161792,4.1,4.193929,4.1,4.2277336
4.1,4.062208,4.1,4.0508986,4.1,4.047485
4.1,4.1008086,4.1,4.1789646,4.1,4.234518
4.1,4.174989,4.1,4.2588806,4.1,4.336454
4.1,4.208937,4.1,4.2872486,4.0,4.3597302
4.1,4.258313,4.0,4.345127,4.0,4.431979
4.0,4.2024817,4.0,4.2872996,4.0,4.3607817
4.0,4.1188555,4.0,4.183914,4.0,4.248601
4.0,4.125909,4.0,4.1904173,4.0,4.2609797
4.0,4.133552,4.0,4.2018156,4.0,4.2815194
4.0,4.121788,4.0,4.1866846,4.0,4.263373
4.0,4.124756,4.0,4.1816216,4.0,4.2433887
4.0,3.971649,4.0,3.9834182,4.0,3.9953907
4.0,3.9070077,4.0,3.8988512,4.0,3.8905375
4.0,3.9820163,4.0,3.9864802,4.0,3.9924467
4.0,4.0719814,4.0,4.1464334,4.0,4.207413
4.0,4.0466,4.0,4.114015,4.0,4.1711063
4.0,3.9939456,4.0,4.029399,4.0,4.0622497
4.0,4.1454334,4.0,4.2295465,4.0,4.3240843
4.0,4.0883183,4.0,4.15065,4.0,4.2171283
4.0,4.0280423,4.0,4.076165,4.0,4.1322184
4.0,3.987351,4.0,4.0133405,4.0,4.049974
4.0,4.129232,4.0,4.1891913,4.1,4.254642
4.0,3.9208317,4.1,3.91235,4.0,3.905412
4.1,4.0246544,4.0,4.048571,4.0,4.069622
4.0,4.094804,4.0,4.091047,4.0,4.091252
4.0,3.8672297,4.0,3.8600862,4.0,3.8506062
4.0,4.0683117,4.0,4.1416383,3.8999999,4.197824
4.0,3.9665985,3.8999999,3.9736276,3.8999999,3.979715
3.8999999,4.1035666,3.8999999,4.1816587,4.0,4.2433214
3.8999999,4.0418305,4.0,4.105042,4.0,4.1577773
4.0,4.124527,4.0,4.2028704,3.8999999,4.2851977
4.0,4.0205626,3.8999999,4.054367,4.0,4.0867987
3.8999999,4.061357,4.0,4.1134973,4.0,4.1709924
4.0,4.032484,4.0,4.085678,4.0,4.14588
4.0,4.091633,4.0,4.148416,4.0,4.2103868
4.0,4.1174316,4.0,4.1716294,4.0,4.2266574
4.0,3.7744412,4.0,3.7537036,4.0,3.7358196
4.0,3.8275564,4.0,3.8217032,4.0,3.813222
4.0,3.8656375,4.0,3.8575046,4.0,3.8482177
4.0,4.121244,4.0,4.200962,4.1,4.2694716
4.0,4.0310254,4.1,4.094005,4.0,4.147856
4.1,4.1219826,4.0,4.1990886,4.0,4.280916
4.0,4.0978193,4.0,4.158451,4.0,4.221902
4.0,4.05019,4.0,4.103928,4.0,4.164448
4.0,4.1082187,4.0,4.172749,4.0,4.24907
4.0,4.0019116,4.0,4.0352416,4.0,4.0807395
4.0,4.12925,4.0,4.1768837,4.0,4.231136
4.0,3.8545535,4.0,3.8476954,4.0,3.839227
4.0,3.8660407,4.0,3.8592548,4.0,3.8500443
4.0,3.8400843,4.0,3.8343525,4.0,3.8262491
4.0,3.899413,4.0,3.889991,3.8999999,3.8775866
4.0,3.9719737,3.8999999,3.9876258,3.8,3.9986393
3.8999999,4.0948772,3.8,4.170012,4.0,4.229264
3.8,4.032733,4.0,4.0780377,4.0,4.1169367
4.0,4.283811,4.0,4.399089,3.8999999,4.5221744
4.0,4.0076103,3.8999999,4.040909,4.0,4.0715284
3.8999999,3.993877,4.0,4.0076427,3.8999999,4.027178
4.0,4.0909963,3.8999999,4.155536,3.8999999,4.229333
3.8999999,4.0331836,3.8999999,4.081869,3.8999999,4.1378508
3.8999999,3.9784532,3.8999999,4.0131707,3.8999999,4.0467052
3.8999999,3.8671815,3.8999999,3.8591363,3.8999999,3.853255
3.8999999,3.8605394,3.8999999,3.8508644,3.8999999,3.8428867
3.8999999,3.8293865,3.8999999,3.828228,3.8999999,3.8256867
3.8999999,3.8445263,3.8999999,3.837832,3.8999999,3.833452
3.8999999,3.8402274,3.8999999,3.8365395,3.8999999,3.8339336
3.8999999,4.0077457,3.8999999,4.0619216,3.8999999,4.1112638
3.8999999,3.8782856,3.8999999,3.8817756,3.8999999,3.8904738
3.8999999,3.8624344,3.8999999,3.861797,3.8,3.867819
3.8999999,3.8926203,3.8,3.9042466,3.8,3.9208584
3.8,3.8982522,3.8,3.910695,3.8,3.9276924
3.8,3.8855793,3.8,3.8996317,3.8,3.9183593
3.8,3.8186083,3.8,3.8381152,3.8999999,3.8576624
3.8,3.8036938,3.8999999,3.801641,4.1,3.7988331
3.8999999,3.83688,4.1,3.8281522,4.2,3.820776
4.1,3.776948,4.2,3.7656045,4.4,3.7550802
4.2,3.8942459,4.4,3.8854542,4.4,3.8736753
4.4,4.265383,4.4,4.33173,4.5,4.4163013
4.4,4.4154787,4.5,4.523096,4.6,4.6059723
4.5,4.4596715,4.6,4.568085,4.6,4.6399903
4.6,4.508868,4.6,4.615796,4.6,4.667833
4.6,4.565825,4.6,4.6578574,4.6,4.691559
4.6,4.5657973,4.6,4.6503577,4.7,4.684841
4.6,4.5327353,4.7,4.617618,4.6,4.6581187
4.7,4.531069,4.6,4.608757,4.7,4.65405
4.6,4.579618,4.7,4.6597867,4.7,4.7071342
4.7,4.5830235,4.7,4.660169,4.6,4.7274528
4.7,4.6073604,4.6,4.699833,4.6,4.7479057
4.6,4.6360774,4.6,4.7173815,4.5,4.7808423
4.6,4.5281796,4.5,4.6161375,4.5,4.692911
4.5,4.489665,4.5,4.576214,4.5,4.6569233
4.5,4.4278793,4.5,4.5033736,4.5,4.5796413
4.5,4.4304104,4.5,4.5154147,4.4,4.594768
4.5,4.437725,4.4,4.518829,4.4,4.5882497
4.4,4.4021425,4.4,4.467022,4.4,4.5189557
4.4,4.328998,4.4,4.3801208,4.3,4.4399776
4.4,4.326199,4.3,4.3724346,4.3,4.424416
4.3,4.3427696,4.3,4.420088,4.4,4.483283
4.3,4.259874,4.4,4.3029914,4.4,4.3442755
4.4,4.3378935,4.4,4.43117,4.5,4.5120354
4.4,4.4540396,4.5,4.5577126,4.6,4.649688
4.5,4.468414,4.6,4.552186,4.8,4.6434026
4.6,4.57395,4.8,4.6700273,5.0,4.7662687
4.8,4.6160693,5.0,4.7107944,5.1000004,4.8003206
5.0,4.810384,5.1000004,4.8614964,5.2,4.9320145
5.1000004,4.8997564,5.2,4.923531,5.2999997,4.952036
5.2,4.9555826,5.2999997,4.9623246,5.4,4.979255
5.2999997,4.994052,5.4,4.988728,5.5,5.00255
5.4,5.0315943,5.5,5.011307,5.5,5.0208397
5.5,5.084682,5.5,5.0396366,5.5,5.0483956
5.5,5.0811787,5.5,5.0642514,5.5,5.086195
5.5,5.0658674,5.5,5.0603633,5.5,5.07856
5.5,5.0766697,5.5,5.071417,5.5,5.0920486
5.5,5.0819426,5.5,5.05664,5.4,5.072327
5.5,5.0845366,5.4,5.0452266,5.4,5.045493
5.4,5.0331554,5.4,5.003867,5.2999997,4.9823546
5.4,5.0030303,5.2999997,4.9660015,5.2999997,4.92981
5.2999997,4.990464,5.2999997,4.9541125,5.2,4.9167504
5.2999997,4.9448104,5.2,4.9105563,5.2,4.8711686
5.2,4.9375305,5.2,4.9042935,5.2,4.866816
5.2,4.8701353,5.2,4.8613973,5.2,4.8522253
5.2,4.8347297,5.2,4.8491206,5.2,4.8866553
5.2,4.8602633,5.2,4.9234457,5.2,4.9934206
5.2,4.9038486,5.2,4.973606,5.2999997,5.039376
5.2,4.9267836,5.2999997,4.9862723,5.2,5.040626
5.2999997,4.955752,5.2,5.0017576,5.2999997,5.0543895
5.2,4.958803,5.2999997,4.9514894,5.4,4.97499
5.2999997,4.9395404,5.4,4.9222536,5.4,4.927648
5.4,5.0217576,5.4,4.9856453,5.4,4.9845247
5.4,5.017818,5.4,4.9906807,5.4,4.9699
5.4,5.024038,5.4,4.9886456,5.4,4.957415
5.4,5.015601,5.4,4.9774637,5.5,4.9404984
5.4,5.0113444,5.5,4.972178,5.4,4.934758
5.5,5.016729,5.4,4.97635,5.4,4.9672246
5.4,4.993175,5.4,4.967991,5.4,4.964194
5.4,4.946242,5.4,4.9498286,5.4,4.9822397
5.4,4.9545593,5.4,4.9834757,5.4,5.023174
5.4,4.982868,5.4,4.983195,5.4,5.0105352
5.4,5.0002184,5.4,4.984856,5.2999997,5.0052967
5.4,4.9995737,5.2999997,4.975758,5.2999997,4.9665504
5.2999997,4.9897323,5.2999997,4.962734,5.2,4.9376636
5.2999997,4.979565,5.2,4.9427385,5.2,4.9065065
5.2,4.9442773,5.2,4.913693,5.2,4.8779507
5.2,4.899427,5.2,4.876258,5.2,4.8482475
5.2,4.881546,5.2,4.8676095,5.2,4.850471
5.2,4.859698,5.2,4.854518,5.2,4.857428
5.2,4.8538694,5.2,4.8888216,5.2999997,4.936988
5.2,4.8774567,5.2999997,4.9424934,5.2999997,5.01028
5.2999997,4.9008417,5.2999997,4.9607563,5.2999997,5.0167146
5.2999997,4.9626374,5.2999997,5.0013757,5.2999997,5.0418572
5.2999997,5.002693,5.2999997,5.0066233,5.2999997,5.0402436
5.2999997,4.97212,5.2999997,4.952836,5.2999997,4.956248
5.2999997,4.9698343,5.2999997,4.949448,5.2999997,4.939254
5.2999997,4.995035,5.2999997,4.967074,5.2999997,4.946404
5.2999997,4.9704447,5.2999997,4.9409776,5.1000004,4.9093523
5.2999997,4.965562,5.1000004,4.930933,5.2999997,4.8919325
5.1000004,4.968295,5.2999997,4.932522,5.2,4.8935847
5.2999997,4.891392,5.2,4.8632317,5.2,4.8550663
5.2,4.907565,5.2,4.8937564,5.2,4.884266
5.2,4.84826,5.2,4.8576803,5.2,4.8853264
5.2,4.857071,5.2,4.8894844,5.1000004,4.9261074
5.2,4.8903837,5.1000004,4.932541,5.1000004,4.978825
